date,open,high,low,close,volume,value,symbol
27-09-2006,5035.85,5143.5,5035.85,5124.5,12627498,499.49,NIFTY BANK
28-09-2006,5123.65,5350.65,5118.75,5327.6,28573576,1013.98,NIFTY BANK
29-09-2006,5519.55,5519.55,5255.95,5276.25,18049644,483.43,NIFTY BANK
03-10-2006,5277.05,5312.25,5241.45,5264.9,9420652,305.19,NIFTY BANK
04-10-2006,5265.45,5267.95,5185.95,5201.25,11264123,358.02,NIFTY BANK
05-10-2006,5215.85,5350.65,5215.85,5334.7,14390134,499.59,NIFTY BANK
06-10-2006,5326.35,5357.2,5300.2,5311.25,8261864,271.33,NIFTY BANK
09-10-2006,5290.75,5327.2,5261.75,5292.75,8493241,246.02,NIFTY BANK
10-10-2006,5292.45,5326.9,5253.5,5270.3,6067856,193.27,NIFTY BANK
11-10-2006,5271.5,5313.85,5182.1,5206.4,6619512,253.48,NIFTY BANK
12-10-2006,5208.85,5285.3,5142,5270.4,9172884,319.98,NIFTY BANK
13-10-2006,5290.85,5361.25,5290.85,5302.45,8554324,289.39,NIFTY BANK
16-10-2006,5250.6,5433.1,5250.6,5399.55,10638971,473.77,NIFTY BANK
17-10-2006,5393.4,5433.7,5353.9,5390.1,9276112,446.44,NIFTY BANK
18-10-2006,5406.5,5425.6,5374.65,5405.85,10272639,460.01,NIFTY BANK
19-10-2006,5410.15,5430.65,5300,5334.85,9842805,314.02,NIFTY BANK
20-10-2006,5341.55,5373.8,5314.4,5333.65,10347586,300.27,NIFTY BANK
21-10-2006,5380.65,5380.65,5307.5,5325.55,791880,27.3,NIFTY BANK
23-10-2006,5304.6,5341.05,5240.5,5247.25,5611260,183.66,NIFTY BANK
26-10-2006,5282.8,5482.4,5265.2,5460.1,23015066,830.75,NIFTY BANK
27-10-2006,5473.4,5551.9,5464.1,5545.25,15547759,563.46,NIFTY BANK
30-10-2006,5539.9,5641.95,5479.6,5626.45,15047694,619.39,NIFTY BANK
31-10-2006,5633.7,5686.9,5543.8,5588.7,23289995,724.9,NIFTY BANK
01-11-2006,5792.8,5795.85,5570.9,5623.65,10190477,385.35,NIFTY BANK
02-11-2006,5586,5677.25,5586,5658.75,9208653,334.62,NIFTY BANK
03-11-2006,5664.05,5667,5600.55,5613.15,8006226,300.96,NIFTY BANK
06-11-2006,5604.25,5626.9,5556.05,5561.9,8077251,251.77,NIFTY BANK
07-11-2006,5575.85,5610.6,5510.95,5535.75,8139177,291.86,NIFTY BANK
08-11-2006,5529.85,5613.7,5460.5,5591,11168077,518.73,NIFTY BANK
09-11-2006,5615.5,5670.35,5599.3,5656.35,8501869,386.05,NIFTY BANK
10-11-2006,5666.25,5797.8,5648,5757.95,10369649,575.06,NIFTY BANK
13-11-2006,5773.25,5823.95,5730.85,5801.35,7270643,310.98,NIFTY BANK
14-11-2006,5793.6,5849.85,5782.1,5838.8,10581856,482.59,NIFTY BANK
15-11-2006,5835.2,6047.45,5835.2,6023.55,22453891,1052.06,NIFTY BANK
16-11-2006,6039.2,6268.25,6039.2,6175.05,35165285,1767.81,NIFTY BANK
17-11-2006,6166.45,6228.25,6066.15,6119.65,19583709,1076.09,NIFTY BANK
20-11-2006,6115.95,6115.95,5907.45,6006.6,14438541,809.57,NIFTY BANK
21-11-2006,6045.05,6101.8,6009.1,6085.5,9123041,445.38,NIFTY BANK
22-11-2006,6094.4,6177.2,6094.4,6118.9,11517943,563.54,NIFTY BANK
23-11-2006,6153,6177.55,6082.8,6157.1,11112902,505.2,NIFTY BANK
24-11-2006,6144.95,6190.95,6132.6,6153.6,9513735,409.38,NIFTY BANK
27-11-2006,6128.5,6217.65,6107.35,6198.35,5320821,273.36,NIFTY BANK
28-11-2006,6179.35,6179.35,6080.35,6122.9,8564787,435.54,NIFTY BANK
29-11-2006,6158.4,6202.1,6109.05,6127.65,8653445,488.12,NIFTY BANK
30-11-2006,6144.2,6227.3,6143.55,6198.3,13236498,589.21,NIFTY BANK
01-12-2006,6217.65,6341.15,6199.05,6330.75,10978952,577.24,NIFTY BANK
04-12-2006,6301.65,6374.55,6280.6,6294.1,7172281,382,NIFTY BANK
05-12-2006,6296.45,6340,6212.25,6235.15,6149257,324.53,NIFTY BANK
06-12-2006,6264.55,6305.5,6188.8,6213.85,5289157,278.03,NIFTY BANK
07-12-2006,6220.25,6284.15,6182.55,6259.5,6332149,333.28,NIFTY BANK
08-12-2006,6595.85,6595.85,6187.7,6234.55,7891686,414.95,NIFTY BANK
11-12-2006,6177.9,6177.9,5729.35,5790.6,13713708,689.1,NIFTY BANK
12-12-2006,5758.3,5812.05,5408.95,5536.3,17112057,688.17,NIFTY BANK
13-12-2006,5556.35,5741.65,5502.75,5720.35,15593986,565.21,NIFTY BANK
14-12-2006,5754.8,5877.4,5754.8,5849.75,10930319,481.04,NIFTY BANK
15-12-2006,5844.35,5966.3,5844.35,5958.2,9606849,369.44,NIFTY BANK
18-12-2006,5971.1,6022.2,5814.9,6012.05,11232923,544.27,NIFTY BANK
19-12-2006,6010.8,6010.8,5801.95,5867.45,8782201,470.27,NIFTY BANK
20-12-2006,5865.8,5947.65,5764.1,5797.2,9040345,478.1,NIFTY BANK
21-12-2006,5787.6,5810.95,5712,5777.9,9232432,436.12,NIFTY BANK
22-12-2006,5796.4,5829.45,5760.1,5790.4,7347382,288.8,NIFTY BANK
26-12-2006,5799.2,5914.4,5785.25,5904.15,5650038,263.94,NIFTY BANK
27-12-2006,5933.45,6057.55,5930.95,6009.6,7492932,342.73,NIFTY BANK
28-12-2006,6036.35,6060.85,5994.55,6027.8,12120043,528.5,NIFTY BANK
29-12-2006,6098.55,6098.55,5993.9,6008.75,7392308,275.01,NIFTY BANK
02-01-2007,6015.15,6067.05,6004.65,6039.55,3647004,165.03,NIFTY BANK
03-01-2007,6044.3,6084.5,6009.65,6070.25,5541104,234.15,NIFTY BANK
04-01-2007,6077.15,6122.4,5982.45,6008.45,8078673,346.55,NIFTY BANK
05-01-2007,6004.3,6101.8,5996.45,6049,8429921,421.45,NIFTY BANK
08-01-2007,6069.9,6069.9,5951.6,5968.35,7392637,359.14,NIFTY BANK
09-01-2007,5971.8,6000.75,5864.3,5875.3,12989392,629.78,NIFTY BANK
10-01-2007,5859.9,5894.4,5709.2,5723.05,9063215,406.6,NIFTY BANK
11-01-2007,5720.55,5816.5,5684.7,5748.75,14052929,714.34,NIFTY BANK
12-01-2007,5826.65,6184.6,5826.65,6157.95,16515401,794.21,NIFTY BANK
15-01-2007,6191,6221.4,6144.85,6164.8,5817293,334.18,NIFTY BANK
16-01-2007,6188.1,6212.1,6103.1,6157.4,8985294,514.2,NIFTY BANK
17-01-2007,6168.6,6247.05,6143.75,6215.2,6296906,392.84,NIFTY BANK
18-01-2007,6239.2,6292.9,6154.9,6189.5,11268346,587.5,NIFTY BANK
19-01-2007,6254.5,6254.75,6104.2,6184.9,5963738,328.6,NIFTY BANK
22-01-2007,6209.75,6224.1,6135.4,6175.45,6211720,299.59,NIFTY BANK
23-01-2007,6167.85,6172.25,5989.85,6010.8,12066221,657.16,NIFTY BANK
24-01-2007,6082.85,6098.05,5989.6,6055.5,9049995,397.92,NIFTY BANK
25-01-2007,6094.05,6126.4,6051.25,6107.6,12443532,446.43,NIFTY BANK
29-01-2007,6139.75,6148.55,5953.3,5978.9,5628805,257.34,NIFTY BANK
31-01-2007,5980.05,6100.5,5901.65,5953.95,16903515,770.2,NIFTY BANK
01-02-2007,5976.25,6152.25,5951.05,6115.2,12684869,621.79,NIFTY BANK
02-02-2007,6132.45,6176,6059.7,6075.35,14086385,771.56,NIFTY BANK
05-02-2007,6120.1,6144.65,6047.55,6089.2,7027503,392.41,NIFTY BANK
06-02-2007,6095.8,6170.6,6075.25,6092.2,9835067,444.35,NIFTY BANK
07-02-2007,6104.7,6173.95,6095.05,6157.15,13444728,585.29,NIFTY BANK
08-02-2007,6148.65,6231.45,6146.75,6208.7,7887486,454.75,NIFTY BANK
09-02-2007,6211.45,6248.6,6107.5,6184.45,11392225,523.05,NIFTY BANK
12-02-2007,6085.8,6124.2,5957.3,6031.65,9734632,467.14,NIFTY BANK
13-02-2007,6026.35,6100.45,5890.3,5946.45,11773291,608.3,NIFTY BANK
14-02-2007,5841.2,5841.2,5561,5672.55,18277426,920.15,NIFTY BANK
15-02-2007,5702.35,5852.5,5702.35,5841.65,10108539,517.46,NIFTY BANK
19-02-2007,5858.15,5948.15,5836.85,5917.45,8688735,485.99,NIFTY BANK
20-02-2007,5927.5,5945.85,5825.45,5841.25,5467139,290.42,NIFTY BANK
21-02-2007,5855.2,5868.9,5787.6,5816.95,6516734,374.71,NIFTY BANK
22-02-2007,5825.45,5854.4,5627.55,5647.65,15962979,694.28,NIFTY BANK
23-02-2007,5721.4,5738,5427.35,5473.6,12098373,554.15,NIFTY BANK
26-02-2007,5493.6,5579.1,5376.65,5533.75,8113451,372.41,NIFTY BANK
27-02-2007,5552.3,5616.25,5407.3,5464.65,11539662,545.62,NIFTY BANK
28-02-2007,5294.7,5381.55,5112.15,5240.3,12231958,668.28,NIFTY BANK
01-03-2007,5262.35,5406.35,5213.35,5388.95,7173455,356.84,NIFTY BANK
02-03-2007,5395.4,5401.15,5196.15,5218.95,10601002,520.58,NIFTY BANK
05-03-2007,5135.75,5135.75,4980.25,5040.1,10183361,497.26,NIFTY BANK
06-03-2007,5061.4,5182.45,5005.95,5110.15,9291136,431.36,NIFTY BANK
07-03-2007,5185.1,5214.4,4950.5,4993.55,11744493,495.74,NIFTY BANK
08-03-2007,5031.85,5246.5,4999.25,5217.85,11852859,557.63,NIFTY BANK
09-03-2007,5226.05,5316.95,5160.6,5187.85,11979870,522.25,NIFTY BANK
12-03-2007,5188.05,5269.3,5152.4,5180.1,10439779,467.63,NIFTY BANK
13-03-2007,5188.1,5259.9,5169.3,5251.55,7946576,352.67,NIFTY BANK
14-03-2007,5245.9,5245.9,5022.45,5039.05,7256259,339.97,NIFTY BANK
15-03-2007,5048.05,5141.8,4949.65,4965,11348382,487.98,NIFTY BANK
16-03-2007,4978.35,4993.55,4837.25,4893.45,11577474,453.31,NIFTY BANK
19-03-2007,4900.15,4992.3,4871.45,4979.45,7431345,281.89,NIFTY BANK
20-03-2007,5014.35,5125.8,5014.35,5084.1,11881257,420.53,NIFTY BANK
21-03-2007,5104,5299.1,5083.45,5288.4,12636547,505.32,NIFTY BANK
22-03-2007,5349.45,5568.3,5349.45,5554.75,19973980,827.76,NIFTY BANK
23-03-2007,5549.4,5594.75,5448.85,5518.85,15639787,654.21,NIFTY BANK
26-03-2007,5522.05,5593.35,5407.85,5424.3,10794483,493.18,NIFTY BANK
28-03-2007,5375.5,5375.5,5270.95,5290.15,9226868,370.54,NIFTY BANK
29-03-2007,5298.9,5309.9,5164.05,5273.2,23888272,969.57,NIFTY BANK
30-03-2007,5281.4,5339.75,5281.4,5308.5,11157134,488.43,NIFTY BANK
02-04-2007,5267.7,5267.7,4946.55,4959.65,12534959,492.66,NIFTY BANK
03-04-2007,4961.3,5048.6,4921.8,4995.15,14983860,481.91,NIFTY BANK
04-04-2007,4997.05,5108.15,4997.05,5031.75,8453344,354.65,NIFTY BANK
05-04-2007,5035.9,5151.25,4985.3,5129.2,10120293,390.49,NIFTY BANK
09-04-2007,5129.05,5335.95,5129.05,5323.8,9708298,421.17,NIFTY BANK
10-04-2007,5335.4,5349.75,5229.75,5325.5,9197204,405.67,NIFTY BANK
11-04-2007,5325.3,5374.25,5261.3,5276.65,5526736,286.73,NIFTY BANK
12-04-2007,5241.15,5241.15,5176.45,5215.15,5883789,267.09,NIFTY BANK
13-04-2007,5234.5,5404.1,5230.9,5362.1,10972810,457.91,NIFTY BANK
16-04-2007,5400.3,5465.5,5400.3,5435.1,7436692,336.66,NIFTY BANK
17-04-2007,5457.2,5522.15,5387.5,5455.45,13005520,535.83,NIFTY BANK
18-04-2007,5474.1,5548,5460.15,5513,10512362,462.61,NIFTY BANK
19-04-2007,5485.2,5587.3,5382.2,5540.3,11572998,554.11,NIFTY BANK
20-04-2007,5552.1,5626.85,5514.8,5597.55,9098980,486.77,NIFTY BANK
23-04-2007,5622,5637.1,5536.05,5550.15,8004762,350.4,NIFTY BANK
24-04-2007,5524.2,5833.05,5511.7,5807.5,24076716,1239.13,NIFTY BANK
25-04-2007,5724,5905.1,5724,5876.45,13754990,770.77,NIFTY BANK
26-04-2007,5886.95,5975,5862.85,5880.95,15562335,800.27,NIFTY BANK
27-04-2007,5833.65,5874.75,5731.4,5752.9,10681381,548.5,NIFTY BANK
30-04-2007,5627.9,5638.65,5490.85,5621,11540720,715.31,NIFTY BANK
03-05-2007,5656.25,5721.9,5651.05,5693.4,13433961,671.85,NIFTY BANK
04-05-2007,5713.7,5765.6,5641.75,5656.55,13053208,690.11,NIFTY BANK
07-05-2007,5773.4,5773.4,5596.2,5610.7,11791053,615.46,NIFTY BANK
08-05-2007,5584.1,5672.5,5523.75,5537,9246885,535.27,NIFTY BANK
09-05-2007,5571.15,5649.25,5480.5,5638.55,9545580,544.51,NIFTY BANK
10-05-2007,5664.2,5742.65,5628.1,5644.95,14494706,656.45,NIFTY BANK
11-05-2007,5556.25,5708.3,5529.65,5682.45,10779143,625.59,NIFTY BANK
14-05-2007,5733.3,5859.35,5733.3,5847.8,10799949,613.83,NIFTY BANK
15-05-2007,5850.05,5968.2,5844.2,5950.65,15261343,774.71,NIFTY BANK
16-05-2007,5960.65,6154.65,5960.65,6137.85,16119787,1036.4,NIFTY BANK
17-05-2007,6179,6292.05,6179,6270.9,16660526,993.58,NIFTY BANK
18-05-2007,6241.95,6313.55,6219.4,6290.8,12317585,811.71,NIFTY BANK
21-05-2007,6315.8,6445.4,6315.8,6391.15,15296279,838.39,NIFTY BANK
22-05-2007,6384.55,6418,6335,6356.4,12924565,752.81,NIFTY BANK
23-05-2007,6371.3,6383.85,6252.95,6309.15,11006496,662.96,NIFTY BANK
24-05-2007,6285.45,6313.75,6183.7,6208.7,8928754,568.38,NIFTY BANK
25-05-2007,6162.55,6218.85,6091.9,6200.35,7870791,502.8,NIFTY BANK
28-05-2007,6199.15,6332.65,6199.15,6283.95,7452260,477.23,NIFTY BANK
29-05-2007,6288.35,6316.95,6257.5,6302.1,5236185,346.1,NIFTY BANK
30-05-2007,6297.7,6335.45,6223.85,6245.45,7025190,498.34,NIFTY BANK
31-05-2007,6255.5,6345.3,6255.5,6324.5,12500420,670.09,NIFTY BANK
01-06-2007,6340.9,6431.5,6340.9,6404.8,8978953,630.22,NIFTY BANK
04-06-2007,6431.25,6491.45,6400.65,6448.85,7015244,536.64,NIFTY BANK
05-06-2007,6441.5,6554.9,6411.25,6533.35,9228401,633.28,NIFTY BANK
06-06-2007,6561.6,6562.5,6312.3,6324.3,7792417,565.15,NIFTY BANK
07-06-2007,6301.95,6352.3,6204.7,6236.45,7819039,529.93,NIFTY BANK
08-06-2007,6200.35,6271.2,6129.95,6177.7,8631036,560.43,NIFTY BANK
11-06-2007,6210.25,6278.9,6151.85,6161.25,4677700,298.49,NIFTY BANK
12-06-2007,6177.45,6191.95,6059.75,6149.95,7601230,506.07,NIFTY BANK
13-06-2007,6150.65,6168.5,6048.8,6063.8,7227965,467.92,NIFTY BANK
14-06-2007,6106.9,6157.2,6085.2,6122.05,7722732,451.3,NIFTY BANK
15-06-2007,6134.85,6239.8,6134.85,6176.2,8342544,564.38,NIFTY BANK
18-06-2007,6210.5,6245.8,6157.65,6174.4,6135312,368.18,NIFTY BANK
19-06-2007,6165.5,6382.4,6165.5,6366.95,10383100,593.15,NIFTY BANK
20-06-2007,6376.5,6508,6376.5,6496.85,14499135,765.29,NIFTY BANK
21-06-2007,6486.4,6562.25,6438.75,6536.25,11130123,784.5,NIFTY BANK
22-06-2007,6544.3,6621.15,6521.95,6542.05,12883642,847.42,NIFTY BANK
25-06-2007,6548.95,6555.9,6490.35,6544.55,8288499,481.86,NIFTY BANK
